Student_ID,Name,Subject,Past_Score,Preferred_Learning_Method,Preferred_Test_Type,Effective_Learning_Method
S5346,Student_5346,2,59,1,0,0
S5347,Student_5347,0,92,2,0,0
S5348,Student_5348,3,66,0,0,2
S5349,Student_5349,0,57,1,1,2
S5350,Student_5350,0,43,1,2,2
S5351,Student_5351,0,40,0,0,2
S5352,Student_5352,3,89,3,2,3
S5353,Student_5353,2,40,3,2,0
S5354,Student_5354,3,97,0,2,2
S5355,Student_5355,1,65,0,0,2
S5356,Student_5356,1,84,0,2,1
S5357,Student_5357,3,59,2,2,2
S5358,Student_5358,2,91,3,2,0
S5359,Student_5359,3,62,3,2,1
S5360,Student_5360,3,49,2,2,0
S5361,Student_5361,1,98,2,0,2
S5362,Student_5362,1,50,1,2,3
S5363,Student_5363,1,80,2,2,3
S5364,Student_5364,2,80,3,2,2
S5365,Student_5365,3,44,3,1,0
S5366,Student_5366,3,97,0,2,0
S5367,Student_5367,2,40,2,0,3
S5368,Student_5368,1,56,0,1,1
S5369,Student_5369,2,61,3,0,2
S5370,Student_5370,3,73,3,2,3
S5371,Student_5371,2,95,1,1,0
S5372,Student_5372,2,84,3,1,2
S5373,Student_5373,0,80,1,2,0
S5374,Student_5374,0,68,1,1,2
S5375,Student_5375,0,43,3,2,0
S5376,Student_5376,0,44,3,1,0
S5377,Student_5377,2,50,3,0,2
S5378,Student_5378,2,95,3,2,0
S5379,Student_5379,3,90,3,1,1
S5380,Student_5380,3,60,0,1,1
S5381,Student_5381,1,74,0,1,2
S5382,Student_5382,1,51,1,1,2
S5383,Student_5383,0,65,1,1,1
S5384,Student_5384,3,90,0,2,2
S5385,Student_5385,0,58,0,1,1
S5386,Student_5386,2,84,1,2,2
S5387,Student_5387,3,99,0,0,0
S5388,Student_5388,1,46,1,2,2
S5389,Student_5389,2,86,1,2,1
S5390,Student_5390,1,94,1,1,1
S5391,Student_5391,2,46,0,0,3
S5392,Student_5392,3,65,1,0,2
S5393,Student_5393,3,79,0,0,0
S5394,Student_5394,3,44,3,0,1
S5395,Student_5395,1,60,1,2,2
S5396,Student_5396,0,53,1,0,3
S5397,Student_5397,0,43,1,0,0
S5398,Student_5398,0,62,0,2,3
S5399,Student_5399,1,81,3,1,2
S5400,Student_5400,3,59,2,0,0
S5401,Student_5401,3,54,0,0,0
S5402,Student_5402,0,89,3,1,3
S5403,Student_5403,2,91,1,2,1
S5404,Student_5404,0,84,2,1,0
S5405,Student_5405,1,68,0,1,3
S5406,Student_5406,0,47,2,0,0
S5407,Student_5407,0,80,1,1,0
S5408,Student_5408,1,87,0,1,1
S5409,Student_5409,0,58,0,2,3
S5410,Student_5410,3,87,3,1,0
S5411,Student_5411,1,78,0,0,0
S5412,Student_5412,0,85,2,1,1
S5413,Student_5413,2,67,2,0,2
S5414,Student_5414,1,85,1,1,1
S5415,Student_5415,1,96,3,2,2
S5416,Student_5416,2,66,3,1,3
S5417,Student_5417,2,43,3,2,2
S5418,Student_5418,3,97,1,2,2
S5419,Student_5419,3,54,1,1,3
S5420,Student_5420,0,74,2,1,2
S5421,Student_5421,2,76,1,1,0
S5422,Student_5422,3,40,3,1,3
S5423,Student_5423,0,42,1,2,0
S5424,Student_5424,0,86,2,0,3
S5425,Student_5425,0,63,0,1,1
S5426,Student_5426,3,66,1,0,2
S5427,Student_5427,1,79,3,0,2
S5428,Student_5428,0,75,1,1,0
S5429,Student_5429,2,73,1,0,3
S5430,Student_5430,3,68,3,1,2
S5431,Student_5431,0,63,3,0,3
S5432,Student_5432,2,63,0,0,1
S5433,Student_5433,0,81,1,0,2
S5434,Student_5434,1,43,2,1,1
S5435,Student_5435,1,42,1,0,2
S5436,Student_5436,1,73,1,0,0
S5437,Student_5437,0,96,1,1,0
S5438,Student_5438,2,88,0,2,0
S5439,Student_5439,1,62,1,1,1
S5440,Student_5440,1,92,3,0,0
S5441,Student_5441,1,95,1,1,2
S5442,Student_5442,1,91,1,1,1
S5443,Student_5443,0,62,0,2,1
S5444,Student_5444,2,84,0,2,1
S5445,Student_5445,0,44,3,1,1
S5446,Student_5446,1,70,3,2,2
S5447,Student_5447,3,92,0,1,1
S5448,Student_5448,2,80,2,1,2
S5449,Student_5449,1,96,0,2,2
S5450,Student_5450,3,96,3,0,0
S5451,Student_5451,1,99,3,2,3
S5452,Student_5452,2,93,3,2,3
S5453,Student_5453,0,45,0,0,1
S5454,Student_5454,1,76,0,0,0
S5455,Student_5455,1,96,2,0,1
S5456,Student_5456,3,49,3,2,1
S5457,Student_5457,3,79,0,1,1
S5458,Student_5458,3,46,2,0,1
S5459,Student_5459,1,78,3,1,2
S5460,Student_5460,3,77,3,0,0
S5461,Student_5461,3,60,2,1,1
S5462,Student_5462,1,59,3,0,2
S5463,Student_5463,2,42,3,2,2
S5464,Student_5464,1,90,0,1,0
S5465,Student_5465,3,61,3,0,3
S5466,Student_5466,0,86,0,2,2
S5467,Student_5467,0,43,3,1,0
S5468,Student_5468,1,67,3,2,1
S5469,Student_5469,0,51,0,1,1
S5470,Student_5470,2,77,1,1,3
S5471,Student_5471,0,90,3,2,1
S5472,Student_5472,0,75,0,2,1
S5473,Student_5473,3,86,3,2,2
S5474,Student_5474,1,80,2,1,0
S5475,Student_5475,2,44,0,0,2
S5476,Student_5476,1,52,2,0,2
S5477,Student_5477,0,62,2,1,0
S5478,Student_5478,3,97,1,0,3
S5479,Student_5479,1,89,0,1,1
S5480,Student_5480,3,69,0,1,2
S5481,Student_5481,2,76,0,0,1
S5482,Student_5482,2,64,2,0,2
S5483,Student_5483,0,87,2,2,1
S5484,Student_5484,3,66,3,1,0
S5485,Student_5485,0,90,3,0,3
S5486,Student_5486,0,53,3,1,1
S5487,Student_5487,1,96,2,0,1
S5488,Student_5488,0,87,0,0,0
S5489,Student_5489,0,98,2,1,2
S5490,Student_5490,0,86,1,2,3
S5491,Student_5491,3,93,3,0,0
S5492,Student_5492,2,75,2,2,2
S5493,Student_5493,1,78,3,0,3
S5494,Student_5494,0,55,1,1,1
S5495,Student_5495,3,95,1,0,1
S5496,Student_5496,2,61,1,2,2
S5497,Student_5497,0,60,3,0,2
S5498,Student_5498,0,93,3,2,0
S5499,Student_5499,2,60,3,2,1
S5500,Student_5500,2,47,2,1,1
S5501,Student_5501,2,88,3,1,1
S5502,Student_5502,1,55,1,1,0
S5503,Student_5503,2,98,1,0,3
S5504,Student_5504,3,94,3,0,2
S5505,Student_5505,1,70,0,2,1
S5506,Student_5506,0,81,0,2,2
S5507,Student_5507,1,49,2,2,2
S5508,Student_5508,2,71,3,1,1
S5509,Student_5509,1,98,3,0,3
S5510,Student_5510,0,73,3,0,3
S5511,Student_5511,3,48,1,2,0
S5512,Student_5512,0,56,2,1,2
S5513,Student_5513,2,50,3,0,1
S5514,Student_5514,1,71,1,2,1
S5515,Student_5515,3,49,1,2,0
S5516,Student_5516,0,61,1,2,0
S5517,Student_5517,0,96,0,2,0
S5518,Student_5518,2,56,1,2,1
S5519,Student_5519,1,43,1,0,3
S5520,Student_5520,3,87,0,0,0
S5521,Student_5521,1,91,2,0,1
S5522,Student_5522,2,86,3,0,3
S5523,Student_5523,1,64,1,1,2
S5524,Student_5524,2,98,0,1,3
S5525,Student_5525,0,60,3,1,1
S5526,Student_5526,0,76,1,0,0
S5527,Student_5527,1,77,1,2,0
S5528,Student_5528,3,88,1,1,2
S5529,Student_5529,3,40,2,0,1
S5530,Student_5530,3,64,3,1,2
S5531,Student_5531,3,90,2,2,3
S5532,Student_5532,3,75,1,0,3
S5533,Student_5533,0,56,2,1,3
S5534,Student_5534,2,80,2,0,3
S5535,Student_5535,0,63,2,2,1
S5536,Student_5536,3,41,1,1,2
S5537,Student_5537,0,79,0,0,3
S5538,Student_5538,2,54,0,1,3
S5539,Student_5539,1,71,3,2,3
S5540,Student_5540,1,78,3,0,2
S5541,Student_5541,1,98,0,0,2
S5542,Student_5542,1,45,0,2,3
S5543,Student_5543,2,40,3,0,0
S5544,Student_5544,1,86,1,1,3
S5545,Student_5545,1,62,0,0,2
S5546,Student_5546,1,97,1,0,3
S5547,Student_5547,1,78,2,0,1
S5548,Student_5548,3,96,1,2,0
S5549,Student_5549,3,56,2,1,2
S5550,Student_5550,0,73,3,0,2
S5551,Student_5551,3,98,0,0,0
S5552,Student_5552,0,80,3,0,3
S5553,Student_5553,1,68,0,1,0
S5554,Student_5554,1,48,2,2,2
S5555,Student_5555,0,52,3,1,0
S5556,Student_5556,2,45,3,0,3
S5557,Student_5557,1,45,0,0,1
S5558,Student_5558,3,59,1,1,3
S5559,Student_5559,0,91,1,2,2
S5560,Student_5560,1,92,0,0,1
S5561,Student_5561,0,42,3,1,2
S5562,Student_5562,1,56,3,0,2
S5563,Student_5563,2,88,3,0,2
S5564,Student_5564,2,51,0,1,0
S5565,Student_5565,2,87,0,0,2
S5566,Student_5566,2,86,1,0,2
S5567,Student_5567,3,84,2,2,3
S5568,Student_5568,2,94,2,0,1
S5569,Student_5569,3,40,0,0,1
S5570,Student_5570,3,56,0,2,2
S5571,Student_5571,3,42,0,2,1
S5572,Student_5572,0,65,0,2,3
S5573,Student_5573,3,54,1,2,2
S5574,Student_5574,3,75,1,0,2
S5575,Student_5575,2,71,3,1,3
S5576,Student_5576,1,71,3,2,2
S5577,Student_5577,1,43,1,2,2
S5578,Student_5578,1,57,2,1,1
S5579,Student_5579,3,88,0,1,2
S5580,Student_5580,1,58,0,2,2
S5581,Student_5581,1,82,2,1,2
S5582,Student_5582,2,91,0,0,1
S5583,Student_5583,1,74,2,1,0
S5584,Student_5584,0,79,0,2,1
S5585,Student_5585,1,53,3,1,3
S5586,Student_5586,3,97,0,1,2
S5587,Student_5587,0,72,1,2,1
S5588,Student_5588,1,53,0,0,0
S5589,Student_5589,0,73,0,2,0
S5590,Student_5590,3,94,0,2,1
S5591,Student_5591,0,43,3,0,3
S5592,Student_5592,0,63,0,0,3
S5593,Student_5593,1,98,2,1,1
S5594,Student_5594,3,68,3,2,1
S5595,Student_5595,3,58,0,0,2
S5596,Student_5596,2,45,1,2,2
S5597,Student_5597,3,96,1,2,2
S5598,Student_5598,1,72,3,0,2
S5599,Student_5599,2,88,1,0,0
S5600,Student_5600,0,79,3,0,3
S5601,Student_5601,0,58,3,1,1
S5602,Student_5602,3,92,1,0,1
S5603,Student_5603,1,40,0,1,0
S5604,Student_5604,1,44,2,2,1
S5605,Student_5605,0,66,0,2,0
S5606,Student_5606,0,55,2,2,3
S5607,Student_5607,2,45,1,1,0
S5608,Student_5608,0,79,0,2,1
S5609,Student_5609,2,52,3,1,3
S5610,Student_5610,3,87,2,1,0
S5611,Student_5611,3,74,0,2,1
S5612,Student_5612,1,58,2,1,1
S5613,Student_5613,3,51,0,1,0
S5614,Student_5614,2,55,3,0,3
S5615,Student_5615,2,98,2,1,1
S5616,Student_5616,1,82,1,2,1
S5617,Student_5617,0,49,2,1,0
S5618,Student_5618,3,64,1,1,1
S5619,Student_5619,0,59,3,0,1
S5620,Student_5620,3,70,2,0,2
S5621,Student_5621,1,43,3,2,3
S5622,Student_5622,3,83,3,0,3
S5623,Student_5623,1,62,0,0,0
S5624,Student_5624,0,41,0,2,3
S5625,Student_5625,3,95,3,2,3
S5626,Student_5626,1,61,2,1,3
S5627,Student_5627,2,90,3,0,1
S5628,Student_5628,3,96,1,1,0
S5629,Student_5629,1,76,1,1,2
S5630,Student_5630,3,47,1,0,3
S5631,Student_5631,1,46,1,2,1
S5632,Student_5632,1,53,0,1,3
S5633,Student_5633,2,95,0,1,3
S5634,Student_5634,2,94,2,0,0
S5635,Student_5635,1,42,1,0,0
S5636,Student_5636,3,89,0,2,0
S5637,Student_5637,2,55,2,2,2
S5638,Student_5638,2,94,3,2,3
S5639,Student_5639,1,58,3,2,1
S5640,Student_5640,1,90,3,2,2
S5641,Student_5641,3,57,3,0,2
S5642,Student_5642,1,91,1,0,2
S5643,Student_5643,1,55,2,1,3
S5644,Student_5644,1,47,1,2,3
S5645,Student_5645,3,99,1,2,3
S5646,Student_5646,1,72,2,0,0
S5647,Student_5647,1,88,0,1,2
S5648,Student_5648,2,51,2,1,1
S5649,Student_5649,1,92,1,2,0
S5650,Student_5650,3,50,0,2,1
S5651,Student_5651,1,44,3,1,2
S5652,Student_5652,2,66,3,1,2
S5653,Student_5653,0,51,3,2,3
S5654,Student_5654,3,56,2,1,1
S5655,Student_5655,3,45,1,2,2
S5656,Student_5656,0,72,3,2,0
S5657,Student_5657,3,44,3,1,1
S5658,Student_5658,2,96,1,2,1
S5659,Student_5659,0,67,2,2,1
S5660,Student_5660,0,53,1,2,3
S5661,Student_5661,2,44,3,0,3
S5662,Student_5662,1,93,3,0,1
S5663,Student_5663,2,95,2,0,2
S5664,Student_5664,3,98,2,1,0
S5665,Student_5665,2,72,2,0,2
S5666,Student_5666,0,89,3,2,1
S5667,Student_5667,1,87,2,1,0
S5668,Student_5668,2,80,2,2,0
S5669,Student_5669,2,58,2,0,2
S5670,Student_5670,3,61,2,0,2
S5671,Student_5671,3,44,0,2,2
S5672,Student_5672,2,98,3,0,2
S5673,Student_5673,3,41,3,0,1
S5674,Student_5674,2,69,0,1,2
S5675,Student_5675,3,86,2,0,0
S5676,Student_5676,0,78,1,1,2
S5677,Student_5677,3,43,0,0,2
S5678,Student_5678,0,72,1,1,2
S5679,Student_5679,2,52,0,1,3
S5680,Student_5680,2,59,3,1,0
S5681,Student_5681,0,93,2,2,2
S5682,Student_5682,0,46,2,1,3
S5683,Student_5683,3,54,1,0,2
S5684,Student_5684,1,62,1,1,2
S5685,Student_5685,3,53,2,1,1
S5686,Student_5686,0,62,3,2,3
S5687,Student_5687,3,58,2,0,0
S5688,Student_5688,1,93,2,2,1
S5689,Student_5689,0,68,0,2,2
S5690,Student_5690,0,95,3,1,3
S5691,Student_5691,2,59,0,0,3
S5692,Student_5692,2,68,3,1,2
S5693,Student_5693,2,63,1,1,2
S5694,Student_5694,1,57,1,2,3
S5695,Student_5695,1,49,2,2,3
S5696,Student_5696,2,80,3,1,1
S5697,Student_5697,3,96,2,1,3
S5698,Student_5698,3,47,3,2,1
S5699,Student_5699,3,65,1,1,3
S5700,Student_5700,3,68,0,1,1
S5701,Student_5701,1,49,2,1,1
S5702,Student_5702,3,56,0,2,1
S5703,Student_5703,1,41,1,0,1
S5704,Student_5704,1,45,0,2,1
S5705,Student_5705,0,97,0,0,1
S5706,Student_5706,1,44,0,2,1
S5707,Student_5707,2,67,0,1,3
S5708,Student_5708,2,80,0,2,2
S5709,Student_5709,3,44,1,1,0
S5710,Student_5710,3,57,2,1,2
S5711,Student_5711,2,65,0,2,3
S5712,Student_5712,1,59,2,2,2
S5713,Student_5713,0,80,1,1,0
S5714,Student_5714,0,88,2,0,1
S5715,Student_5715,2,66,0,0,1
S5716,Student_5716,1,88,1,0,2
S5717,Student_5717,2,51,1,1,2
S5718,Student_5718,1,46,3,0,2
S5719,Student_5719,2,98,0,1,1
S5720,Student_5720,2,42,3,1,0
S5721,Student_5721,2,49,1,0,3
S5722,Student_5722,2,73,0,0,2
S5723,Student_5723,0,64,0,2,1
S5724,Student_5724,1,74,2,0,0
S5725,Student_5725,3,55,2,0,3
S5726,Student_5726,3,41,0,1,3
S5727,Student_5727,3,99,3,2,3
S5728,Student_5728,3,63,2,0,1
S5729,Student_5729,2,49,3,1,3
S5730,Student_5730,2,77,0,2,0
S5731,Student_5731,0,61,0,0,3
S5732,Student_5732,2,65,0,2,1
S5733,Student_5733,1,82,1,1,3
S5734,Student_5734,3,94,2,2,0
S5735,Student_5735,2,78,3,1,1
S5736,Student_5736,3,66,0,0,0
S5737,Student_5737,2,68,0,1,0
S5738,Student_5738,1,86,1,2,0
S5739,Student_5739,3,77,1,1,0
S5740,Student_5740,0,59,2,1,1
S5741,Student_5741,1,66,2,1,2
S5742,Student_5742,3,80,0,2,2
S5743,Student_5743,2,93,0,2,1
S5744,Student_5744,0,59,1,1,3
S5745,Student_5745,2,83,3,0,0
S5746,Student_5746,3,58,0,1,2
S5747,Student_5747,1,59,1,2,1
S5748,Student_5748,0,74,2,0,1
S5749,Student_5749,3,86,2,2,0
S5750,Student_5750,1,41,0,2,3
S5751,Student_5751,2,69,3,0,0
S5752,Student_5752,0,92,3,0,1
S5753,Student_5753,2,73,0,2,2
S5754,Student_5754,0,61,2,2,2
S5755,Student_5755,3,42,2,0,2
S5756,Student_5756,1,45,3,2,1
S5757,Student_5757,0,54,2,2,0
S5758,Student_5758,2,66,0,2,1
S5759,Student_5759,0,49,1,1,2
S5760,Student_5760,1,48,1,0,2
S5761,Student_5761,2,72,2,2,2
S5762,Student_5762,1,71,0,2,0
S5763,Student_5763,0,87,1,1,0
S5764,Student_5764,2,45,0,0,0
S5765,Student_5765,1,80,2,1,2
S5766,Student_5766,1,98,2,1,3
S5767,Student_5767,0,75,1,0,0
S5768,Student_5768,2,98,1,1,2
S5769,Student_5769,2,99,1,1,2
S5770,Student_5770,2,41,2,0,2
S5771,Student_5771,3,68,2,0,0
S5772,Student_5772,1,43,0,0,2
S5773,Student_5773,3,40,0,0,2
S5774,Student_5774,3,58,1,1,3
S5775,Student_5775,0,65,3,2,3
S5776,Student_5776,3,64,0,2,2
S5777,Student_5777,0,49,2,2,0
S5778,Student_5778,2,92,2,2,1
S5779,Student_5779,3,54,3,1,3
S5780,Student_5780,2,98,3,1,2
S5781,Student_5781,1,61,0,1,3
S5782,Student_5782,1,90,1,2,2
S5783,Student_5783,1,87,3,2,2
S5784,Student_5784,3,60,0,0,2
S5785,Student_5785,1,98,1,1,1
S5786,Student_5786,0,95,3,1,3
S5787,Student_5787,1,61,0,2,3
S5788,Student_5788,1,75,2,1,1
S5789,Student_5789,2,73,2,1,1
S5790,Student_5790,0,69,0,0,0
S5791,Student_5791,2,64,3,0,1
S5792,Student_5792,0,84,3,1,3
S5793,Student_5793,0,67,2,2,3
S5794,Student_5794,0,40,3,1,1
S5795,Student_5795,3,88,0,0,1
S5796,Student_5796,2,84,0,2,2
S5797,Student_5797,2,43,0,2,0
S5798,Student_5798,0,46,0,1,0
S5799,Student_5799,1,88,2,2,1
S5800,Student_5800,3,48,1,0,3
S5801,Student_5801,2,75,1,0,0
S5802,Student_5802,3,58,3,0,2
S5803,Student_5803,1,40,2,2,0
S5804,Student_5804,0,49,3,1,0
S5805,Student_5805,1,75,0,0,2
S5806,Student_5806,2,48,3,1,3
S5807,Student_5807,3,84,3,1,1
S5808,Student_5808,0,85,2,2,3
S5809,Student_5809,0,81,1,0,0
S5810,Student_5810,1,71,2,0,0
S5811,Student_5811,3,71,3,2,3
S5812,Student_5812,0,45,3,1,3
S5813,Student_5813,0,87,3,2,0
S5814,Student_5814,1,77,1,0,1
S5815,Student_5815,3,56,3,2,0
S5816,Student_5816,3,49,0,1,3
S5817,Student_5817,3,89,2,1,2
S5818,Student_5818,0,66,3,1,0
S5819,Student_5819,2,93,2,0,0
S5820,Student_5820,3,89,1,1,0
S5821,Student_5821,3,74,1,2,3
S5822,Student_5822,0,91,0,0,3
S5823,Student_5823,2,98,1,0,2
S5824,Student_5824,1,60,1,0,1
S5825,Student_5825,1,64,3,2,3
S5826,Student_5826,0,67,2,1,1
S5827,Student_5827,2,86,3,2,1
S5828,Student_5828,2,54,1,2,2
S5829,Student_5829,2,43,3,0,0
S5830,Student_5830,1,68,1,0,3
S5831,Student_5831,1,98,0,0,2
S5832,Student_5832,1,48,2,2,0
S5833,Student_5833,2,66,3,2,1
S5834,Student_5834,2,65,0,0,1
S5835,Student_5835,1,58,3,0,3
S5836,Student_5836,2,95,0,0,2
S5837,Student_5837,3,67,1,2,3
S5838,Student_5838,3,56,3,1,1
S5839,Student_5839,1,82,1,0,0
S5840,Student_5840,2,96,0,2,2
S5841,Student_5841,0,80,0,2,1
S5842,Student_5842,2,81,2,2,3
S5843,Student_5843,0,89,1,1,2
S5844,Student_5844,1,59,3,2,3
S5845,Student_5845,0,84,1,2,0
S5846,Student_5846,0,79,1,0,1
S5847,Student_5847,3,78,2,0,2
S5848,Student_5848,3,88,1,1,2
S5849,Student_5849,0,92,1,2,1
S5850,Student_5850,1,62,3,0,2
S5851,Student_5851,0,86,3,1,0
S5852,Student_5852,3,71,3,0,2
S5853,Student_5853,2,91,3,0,1
S5854,Student_5854,2,86,1,0,2
S5855,Student_5855,0,72,3,2,0
S5856,Student_5856,3,96,0,1,1
S5857,Student_5857,1,85,0,2,2
S5858,Student_5858,3,44,2,1,1
S5859,Student_5859,1,82,0,2,2
S5860,Student_5860,2,87,0,0,3
S5861,Student_5861,2,73,2,2,0
S5862,Student_5862,2,79,0,1,3
S5863,Student_5863,3,50,2,0,2
S5864,Student_5864,2,89,2,1,0
S5865,Student_5865,2,42,3,0,0
S5866,Student_5866,1,97,0,2,3
S5867,Student_5867,3,72,1,2,0
S5868,Student_5868,2,50,0,2,3
S5869,Student_5869,3,55,2,1,0
S5870,Student_5870,1,57,1,1,0
S5871,Student_5871,2,69,3,1,3
S5872,Student_5872,2,87,2,2,2
S5873,Student_5873,3,94,2,2,2
S5874,Student_5874,2,49,1,1,1
S5875,Student_5875,1,57,0,2,3
S5876,Student_5876,3,77,1,2,3
S5877,Student_5877,2,58,2,1,3
S5878,Student_5878,2,75,1,2,3
S5879,Student_5879,3,98,0,0,2
S5880,Student_5880,0,52,2,1,2
S5881,Student_5881,1,95,1,0,2
S5882,Student_5882,3,85,3,1,3
S5883,Student_5883,1,42,0,1,3
S5884,Student_5884,3,49,1,2,0
S5885,Student_5885,0,77,2,2,3
S5886,Student_5886,3,40,0,1,3
S5887,Student_5887,0,94,1,1,1
S5888,Student_5888,2,95,2,1,1
S5889,Student_5889,1,66,2,2,2
S5890,Student_5890,1,85,2,0,3
S5891,Student_5891,1,47,2,2,1
S5892,Student_5892,0,90,2,0,3
S5893,Student_5893,0,85,2,0,3
S5894,Student_5894,0,81,1,0,3
S5895,Student_5895,0,56,0,2,1
S5896,Student_5896,1,48,2,2,1
S5897,Student_5897,3,45,1,0,0
S5898,Student_5898,2,82,2,2,3
S5899,Student_5899,1,64,0,2,2
S5900,Student_5900,1,78,1,0,3
S5901,Student_5901,1,88,1,2,0
S5902,Student_5902,0,99,1,1,1
S5903,Student_5903,0,67,1,0,0
S5904,Student_5904,2,72,3,2,3
S5905,Student_5905,0,93,1,1,2
S5906,Student_5906,1,76,1,2,3
S5907,Student_5907,2,48,3,1,0
S5908,Student_5908,0,57,3,1,1
S5909,Student_5909,0,95,3,2,1
S5910,Student_5910,0,98,3,1,0
S5911,Student_5911,0,60,3,2,2
S5912,Student_5912,2,41,3,1,1
S5913,Student_5913,1,97,0,0,1
S5914,Student_5914,0,82,2,0,1
S5915,Student_5915,2,98,2,1,2
S5916,Student_5916,3,99,0,0,2
S5917,Student_5917,1,77,1,1,1
S5918,Student_5918,1,97,2,0,0
S5919,Student_5919,1,79,2,0,1
S5920,Student_5920,2,75,0,2,0
S5921,Student_5921,1,89,3,0,1
S5922,Student_5922,3,99,1,1,1
S5923,Student_5923,1,82,2,1,3
S5924,Student_5924,2,76,1,2,1
S5925,Student_5925,3,54,0,2,1
S5926,Student_5926,3,67,1,1,0
S5927,Student_5927,3,57,1,1,2
S5928,Student_5928,3,73,2,0,0
S5929,Student_5929,3,61,0,2,1
S5930,Student_5930,2,50,2,0,1
S5931,Student_5931,2,97,3,1,1
S5932,Student_5932,3,96,1,1,2
S5933,Student_5933,0,52,3,2,1
S5934,Student_5934,3,43,2,2,1
S5935,Student_5935,0,61,0,0,0
S5936,Student_5936,0,46,3,1,1
S5937,Student_5937,2,82,0,1,2
S5938,Student_5938,2,93,3,2,3
S5939,Student_5939,0,63,3,2,2
S5940,Student_5940,2,43,3,1,2
S5941,Student_5941,0,67,3,1,1
S5942,Student_5942,2,54,3,1,3
S5943,Student_5943,1,40,1,0,2
S5944,Student_5944,3,94,3,1,2
S5945,Student_5945,2,42,1,2,1
S5946,Student_5946,0,53,0,1,1
S5947,Student_5947,3,77,3,1,0
S5948,Student_5948,1,89,3,0,2
S5949,Student_5949,1,96,2,0,1
S5950,Student_5950,1,40,1,0,3
S5951,Student_5951,1,77,0,0,2
S5952,Student_5952,0,77,2,2,2
S5953,Student_5953,2,60,3,0,1
S5954,Student_5954,3,87,0,1,1
S5955,Student_5955,2,68,1,1,3
S5956,Student_5956,1,44,2,1,3
S5957,Student_5957,1,88,3,2,3
S5958,Student_5958,0,49,0,2,2
S5959,Student_5959,3,67,3,0,3
S5960,Student_5960,0,60,1,2,0
S5961,Student_5961,2,89,1,0,1
S5962,Student_5962,3,46,3,0,0
S5963,Student_5963,2,42,1,2,1
S5964,Student_5964,0,84,1,0,3
S5965,Student_5965,1,86,1,1,0
S5966,Student_5966,0,59,0,0,2
S5967,Student_5967,1,58,1,2,0
S5968,Student_5968,0,74,3,1,2
S5969,Student_5969,2,43,2,0,1
S5970,Student_5970,1,44,0,2,1
S5971,Student_5971,3,40,1,0,0
S5972,Student_5972,0,43,1,1,2
S5973,Student_5973,1,51,2,0,2
S5974,Student_5974,1,99,0,0,1
S5975,Student_5975,1,66,0,1,2
S5976,Student_5976,3,95,1,2,2
S5977,Student_5977,1,81,1,1,0
S5978,Student_5978,1,62,3,0,0
S5979,Student_5979,1,64,0,0,3
S5980,Student_5980,3,60,2,2,1
S5981,Student_5981,1,97,1,2,3
S5982,Student_5982,0,91,0,1,1
S5983,Student_5983,2,63,2,1,0
S5984,Student_5984,1,64,3,1,3
S5985,Student_5985,2,84,2,1,2
S5986,Student_5986,3,94,2,1,2
S5987,Student_5987,2,85,3,2,3
S5988,Student_5988,3,71,0,2,3
S5989,Student_5989,3,94,3,0,1
S5990,Student_5990,1,71,1,0,1
S5991,Student_5991,0,44,2,2,3
S5992,Student_5992,0,75,1,1,0
S5993,Student_5993,1,85,2,1,0
S5994,Student_5994,3,81,0,0,1
S5995,Student_5995,2,88,3,0,1
S5996,Student_5996,3,81,1,1,0
S5997,Student_5997,1,97,2,0,3
S5998,Student_5998,0,78,2,2,0
S5999,Student_5999,2,55,2,1,2
S6000,Student_6000,2,72,3,2,1
S6001,Student_6001,3,88,0,1,0
S6002,Student_6002,0,60,2,2,0
S6003,Student_6003,0,48,1,2,2
S6004,Student_6004,2,45,0,0,0
S6005,Student_6005,0,90,1,1,2
S6006,Student_6006,1,84,1,0,1
S6007,Student_6007,1,74,2,1,3
S6008,Student_6008,2,78,0,1,1
S6009,Student_6009,1,61,3,0,2
S6010,Student_6010,1,80,0,1,3
S6011,Student_6011,3,93,0,2,2
S6012,Student_6012,2,44,2,0,0
S6013,Student_6013,3,81,3,1,2
S6014,Student_6014,2,62,3,2,1
S6015,Student_6015,3,56,2,2,2
S6016,Student_6016,3,51,3,2,1
S6017,Student_6017,2,62,0,0,0
S6018,Student_6018,2,55,3,2,0
S6019,Student_6019,1,42,0,0,0
S6020,Student_6020,3,69,0,2,1
S6021,Student_6021,1,96,2,0,0
S6022,Student_6022,3,61,1,0,3
S6023,Student_6023,2,48,2,0,1
S6024,Student_6024,0,68,0,0,2
S6025,Student_6025,1,86,2,1,1
S6026,Student_6026,1,76,2,2,3
S6027,Student_6027,0,62,2,1,3
S6028,Student_6028,2,52,2,0,1
S6029,Student_6029,3,71,0,2,2
S6030,Student_6030,3,85,1,2,1
S6031,Student_6031,3,91,2,0,2
S6032,Student_6032,1,86,1,1,0
S6033,Student_6033,2,87,0,2,3
S6034,Student_6034,1,62,1,0,3
S6035,Student_6035,0,84,3,2,1
S6036,Student_6036,2,56,0,0,1
S6037,Student_6037,2,94,3,0,3
S6038,Student_6038,0,79,1,2,3
S6039,Student_6039,2,60,0,0,3
S6040,Student_6040,2,41,1,2,2
S6041,Student_6041,2,76,1,0,3
S6042,Student_6042,3,45,0,2,3
